reward_function,epsilon,run,avg_final_state,avg_avg_state,avg_accuracy,avg_engagement,avg_questions_answered,avg_total_reward
correctness,0.05,33,2.0525,2.0115545394101617,0.34391625604344767,0.4345489511565382,48.455,0.34391625604344767
correctness,0.05,34,2.03,1.9634356621189533,0.34240361338265446,0.4336302119408103,45.785,0.34240361338265446
correctness,0.05,35,2.0675,2.052882338166274,0.3494042413131829,0.42365972615416625,51.41,0.3494042413131829
correctness,0.05,36,2.065,1.939982640067571,0.37174925101956435,0.4577352859077423,57.355,0.37174925101956435
correctness,0.05,37,1.955,1.9666849019227655,0.33793084255852,0.4322837016050418,41.5875,0.33793084255852
correctness,0.05,38,2.065,2.0482183625693877,0.3437205278509514,0.43082343651396826,49.135,0.3437205278509514
correctness,0.05,39,2.1075,2.0769445590257964,0.35817378543476047,0.4367905189949328,54.97,0.35817378543476047
correctness,0.05,40,2.0,1.9772198945558028,0.3467876419440903,0.43958080099723157,47.895,0.3467876419440903
correctness,0.05,41,2.04,2.001124188219178,0.33795560565691946,0.44135322173459,49.925,0.33795560565691946
correctness,0.05,42,2.125,2.028292847788449,0.34912547386438086,0.4315635883306981,49.8475,0.34912547386438086
correctness,0.05,43,2.085,2.0382866921122376,0.3476445004087445,0.4289903130929889,54.575,0.3476445004087445
correctness,0.05,44,2.1125,2.0912549370560556,0.33180595882010366,0.41120580810400115,54.0875,0.33180595882010366
correctness,0.05,45,2.1275,2.051525866664812,0.3497990640499094,0.4266172702205359,54.54,0.3497990640499094
correctness,0.05,46,2.1175,2.046752548246293,0.3562344445055473,0.4299954563867983,57.96,0.3562344445055473
correctness,0.05,47,2.07,1.9947070327801741,0.3585039358006519,0.44650256632660384,56.94,0.3585039358006519
correctness,0.05,48,2.0675,2.0132918649825213,0.32656739635913934,0.42925181290081993,50.105,0.32656739635913934
correctness,0.05,49,2.08,2.039477056018315,0.33247322561303333,0.42170943141470785,49.3525,0.33247322561303333
correctness,0.05,50,2.075,1.9870133186437924,0.3584852532528329,0.4355335687632128,50.2125,0.3584852532528329
correctness,0.1,1,2.1375,2.0194677657034923,0.37879827492919715,0.41982406116914595,48.095,0.37879827492919715
correctness,0.1,2,2.16,2.0590254848695677,0.37396093148823034,0.4262602915219897,49.375,0.37396093148823034
correctness,0.1,3,2.155,2.1037534305851207,0.3649021727737009,0.4070830966071101,47.76,0.3649021727737009
correctness,0.1,4,2.1325,2.085580670389909,0.3405862206680518,0.39807391253544744,45.5025,0.3405862206680518
correctness,0.1,5,2.1175,2.0511178677403947,0.3505442892625716,0.40383104415853255,44.3925,0.3505442892625716
correctness,0.1,6,2.2,2.08841816142511,0.351580729498756,0.4016006791854822,46.425,0.351580729498756
correctness,0.1,7,2.1725,2.1221404348359636,0.3594186276220321,0.40855041110678186,48.6175,0.3594186276220321
correctness,0.1,8,2.2375,2.2047914239175226,0.362214356969142,0.37149180681909355,46.115,0.362214356969142
correctness,0.1,9,2.135,2.049767664245427,0.36969783844398535,0.4235684789090694,51.2,0.36969783844398535
correctness,0.1,10,2.1125,2.074285868625237,0.3458409755320559,0.3947571859409048,40.8725,0.3458409755320559
correctness,0.1,11,2.1725,2.13797271823971,0.3735168493879448,0.39886178070277134,47.2975,0.3735168493879448
correctness,0.1,12,2.1875,2.0783205153701503,0.36746565795435543,0.4084548020018362,49.725,0.36746565795435543
correctness,0.1,13,2.0875,1.975052030191597,0.37259992930445685,0.4422736151322717,46.3675,0.37259992930445685
correctness,0.1,14,2.18,2.1356231070412863,0.3734261616601278,0.39191982516047086,46.2275,0.3734261616601278
correctness,0.1,15,2.0675,1.9949820470310908,0.3706550329363803,0.43522531562981903,52.045,0.3706550329363803
correctness,0.1,16,2.2175,2.127354596645046,0.35620499083365315,0.37679951809881473,45.2325,0.35620499083365315
correctness,0.1,17,2.0275,2.0404949238345194,0.3474362046688003,0.40712619318316157,47.135,0.3474362046688003
correctness,0.1,18,2.2,2.0850299194217676,0.3467741438035541,0.40733792181771866,45.695,0.3467741438035541
correctness,0.1,19,2.0875,2.012642007985103,0.3804311514470363,0.4203989900314467,49.44,0.3804311514470363
correctness,0.1,20,2.0925,2.0290643997357933,0.3722999780834624,0.4254720023163774,46.8775,0.3722999780834624
correctness,0.1,21,2.0625,2.027645464754367,0.37214779688783234,0.41484997695690423,46.28,0.37214779688783234
correctness,0.1,22,2.1,2.0302064559741897,0.36231775121681187,0.4155432098546952,43.755,0.36231775121681187
correctness,0.1,23,2.18,2.1129054277737165,0.3782696727489238,0.414920300048964,54.4975,0.3782696727489238
correctness,0.1,24,2.12,2.035769627544946,0.39271197140115005,0.4380399428420452,53.065,0.39271197140115005
correctness,0.1,25,2.1425,2.097653219972444,0.3373167166640297,0.3965947515703771,46.8575,0.3373167166640297
correctness,0.1,26,2.05,2.021016428772985,0.3309834794463999,0.4134693316924883,46.7175,0.3309834794463999
correctness,0.1,27,2.1575,2.107982369588134,0.3726412726301513,0.41248356975885886,54.11,0.3726412726301513
correctness,0.1,28,2.175,2.0737544996697017,0.36401216407292963,0.43258631944195014,52.0975,0.36401216407292963
correctness,0.1,29,2.1325,2.0745405987817334,0.3722305973332136,0.40823433572475887,44.845,0.3722305973332136
correctness,0.1,30,2.1575,2.0966804561794747,0.37441504821035293,0.41096249108330724,49.1275,0.37441504821035293
correctness,0.1,31,2.1275,2.0473702103195013,0.36847571115458316,0.4089663390582761,48.8075,0.36847571115458316
correctness,0.1,32,2.07,1.9912296705305033,0.3704692928048706,0.43587638602964335,54.2725,0.3704692928048706
correctness,0.1,33,2.06,2.019582431026429,0.3487225150565957,0.4170371403147394,44.22,0.3487225150565957
correctness,0.1,34,2.105,2.0273452089715884,0.3520980078204417,0.3948107016191142,42.27,0.3520980078204417
correctness,0.1,35,2.135,2.0871173515608223,0.3727949679124735,0.41307194191445956,44.495,0.3727949679124735
correctness,0.1,36,2.175,2.1209143393624292,0.3742870069434335,0.4175856021501609,47.4125,0.3742870069434335
correctness,0.1,37,1.97,1.9208988949748584,0.38457999935932635,0.44674352902093967,52.6225,0.38457999935932635
correctness,0.1,38,2.105,2.011162858241912,0.3737086696466692,0.41824296238192693,48.15,0.3737086696466692
correctness,0.1,39,2.1475,2.0788554054735244,0.3668338484923861,0.4079324507287555,46.22,0.3668338484923861
correctness,0.1,40,2.0825,2.071576829278947,0.3640199848753366,0.42014889701087893,46.0625,0.3640199848753366
correctness,0.1,41,2.145,2.0767566233583175,0.36522527726659904,0.4046064548010543,46.375,0.36522527726659904
correctness,0.1,42,2.125,2.020388941239763,0.38230004468441064,0.41903952000131695,45.78,0.38230004468441064
correctness,0.1,43,2.2075,2.172406616264538,0.3595004405519883,0.3820983889797133,41.4075,0.3595004405519883
correctness,0.1,44,2.135,1.9867941872343817,0.39574840522771737,0.44725477364562494,53.7075,0.39574840522771737
correctness,0.1,45,2.0525,2.034711772511748,0.3652232557435575,0.4075458552496536,43.5425,0.3652232557435575
correctness,0.1,46,2.0875,1.9487055522581858,0.3880173544711463,0.4452218311225646,54.995,0.3880173544711463
correctness,0.1,47,2.065,2.0083140979344933,0.37837137138723276,0.4409643758252681,52.7375,0.37837137138723276
correctness,0.1,48,2.1925,2.1093139331424213,0.34808825503428864,0.3921335323109281,39.135,0.34808825503428864
correctness,0.1,49,2.0925,2.0642048678068803,0.3361256150445996,0.38515026018579346,41.7075,0.3361256150445996
correctness,0.1,50,2.2,2.126943758670341,0.32776516748857354,0.3710080282794642,46.51,0.32776516748857354
correctness,0.15,1,2.175,2.1166794332021572,0.3736138020857841,0.37400922433929296,43.9825,0.3736138020857841
correctness,0.15,2,2.085,2.010410092101706,0.38150060861675256,0.40845860439233633,45.6625,0.38150060861675256
correctness,0.15,3,2.1175,2.0509567302596663,0.37071265379993845,0.40866321654501564,43.9525,0.37071265379993845
correctness,0.15,4,2.1675,2.1380106705762505,0.35746728200728173,0.3609041507312709,39.6475,0.35746728200728173
correctness,0.15,5,2.2175,2.1000870093213235,0.37472698727089837,0.3762057804822168,43.33,0.37472698727089837
correctness,0.15,6,2.125,2.0456159403053444,0.36635067526482606,0.4128112044796983,47.77,0.36635067526482606
correctness,0.15,7,2.17,2.127281844688078,0.3592893285302257,0.38998878964211087,40.515,0.3592893285302257
correctness,0.15,8,2.1775,2.119757092750874,0.378451371139236,0.3948783716600209,48.01,0.378451371139236
correctness,0.15,9,2.12,2.064694723251546,0.39599119451116704,0.3948731289423246,47.43,0.39599119451116704
correctness,0.15,10,2.255,2.1927339286136163,0.3599460756806829,0.3781701259712035,42.5575,0.3599460756806829
correctness,0.15,11,2.195,2.1038626876266173,0.3567812334688502,0.36754449093282576,41.725,0.3567812334688502
correctness,0.15,12,2.1225,2.1255991066495357,0.3813038489043244,0.3764386946363565,43.62,0.3813038489043244
correctness,0.15,13,2.1375,2.0496846391917702,0.3920904140468949,0.4069801364972295,44.785,0.3920904140468949
correctness,0.15,14,2.14,2.110773496941766,0.35628296124141184,0.35827558586152747,42.4175,0.35628296124141184
correctness,0.15,15,2.0625,2.0202993100090656,0.39540037557622226,0.41924974420104677,44.6675,0.39540037557622226
correctness,0.15,16,2.165,2.0835559417238003,0.38178725019843823,0.39821292842134126,47.8525,0.38178725019843823
correctness,0.15,17,2.12,2.063585835784193,0.3622561383453548,0.3727157100128761,33.69,0.3622561383453548
correctness,0.15,18,2.2025,2.1485525209194485,0.41174529706014357,0.39184231926002705,42.4125,0.41174529706014357
correctness,0.15,19,2.2975,2.206102193163712,0.3746472803501844,0.37428207777713096,50.0475,0.3746472803501844
correctness,0.15,20,2.1425,2.102257247431225,0.39842465463014465,0.41021487152447406,48.66,0.39842465463014465
correctness,0.15,21,2.135,2.1011466851902907,0.37945565021693867,0.38460965030943683,45.315,0.37945565021693867
correctness,0.15,22,2.1825,2.0842743342306647,0.3599863414136258,0.4013023862641373,42.7375,0.3599863414136258
correctness,0.15,23,2.2625,2.2331938529924353,0.3368576641735267,0.34424923000785357,38.935,0.3368576641735267
correctness,0.15,24,2.1875,2.1554773589278007,0.3548158025221958,0.3822923786618437,46.9225,0.3548158025221958
correctness,0.15,25,2.0925,2.0690754872746604,0.36829991760798614,0.38689218533236447,38.3675,0.36829991760798614
correctness,0.15,26,2.1375,2.0780533321516153,0.366497486998098,0.3891452434425357,44.24,0.366497486998098
correctness,0.15,27,2.2025,2.081133073992904,0.39137867784178504,0.4101931853353609,49.6475,0.39137867784178504
correctness,0.15,28,2.09,2.051088839438797,0.381475661110523,0.40925319635474705,46.2175,0.381475661110523
correctness,0.15,29,2.1025,2.0415091493646655,0.37772278525315395,0.39706046056701877,41.9275,0.37772278525315395
correctness,0.15,30,2.1325,2.092952322275329,0.37038316442315805,0.3845370511940541,47.08,0.37038316442315805
correctness,0.15,31,2.205,2.133269855436206,0.38800930155870283,0.394100691304632,48.0875,0.38800930155870283
correctness,0.15,32,2.095,1.9710020279685723,0.39496959948267685,0.40451025458626944,42.055,0.39496959948267685
correctness,0.15,33,2.1925,2.195410065242023,0.35205139069442454,0.3661790112428341,44.3075,0.35205139069442454
correctness,0.15,34,2.1275,2.0477508133802704,0.35618709249278396,0.38502387519155606,40.8075,0.35618709249278396
correctness,0.15,35,2.1475,2.1010450840400043,0.36406379973870123,0.3927145315422325,43.5325,0.36406379973870123
correctness,0.15,36,2.12,2.0818518663040617,0.3684572939802291,0.37892134609222083,44.235,0.3684572939802291
correctness,0.15,37,2.0975,2.0537151825791966,0.36398867492324954,0.40173231203569254,42.4525,0.36398867492324954
correctness,0.15,38,2.1425,2.098171956370231,0.39020471847862015,0.39608527668513915,44.1575,0.39020471847862015
correctness,0.15,39,2.1975,2.1024922103440353,0.38991895270657684,0.38654198124424205,43.2,0.38991895270657684
correctness,0.15,40,2.2175,2.137935396392441,0.3764690542382844,0.39049629976289835,46.155,0.3764690542382844
correctness,0.15,41,2.1725,2.089053944679254,0.38983115235774085,0.3973458406917602,43.6375,0.38983115235774085
correctness,0.15,42,2.2125,2.1676635395501918,0.3684174971269229,0.38581149885220883,45.86,0.3684174971269229
correctness,0.15,43,2.105,2.0782236231278346,0.36608468604358196,0.37408436802591405,45.9375,0.36608468604358196
correctness,0.15,44,2.205,2.175616333245938,0.3523103424978666,0.3504735393531252,37.9375,0.3523103424978666
correctness,0.15,45,2.0925,2.0513876557593536,0.36758739923686257,0.3952653566711383,40.8675,0.36758739923686257
correctness,0.15,46,2.29,2.2397334723297,0.36592604106013693,0.3760438094768152,41.625,0.36592604106013693
correctness,0.15,47,2.1725,2.1046688519274177,0.37649255189830344,0.3977467611470057,50.9875,0.37649255189830344
correctness,0.15,48,2.195,2.054322071049131,0.4034710522922185,0.4112479134998239,51.2125,0.4034710522922185
correctness,0.15,49,2.15,2.085299111418924,0.36650928717788867,0.3879107985352549,44.85,0.36650928717788867
correctness,0.15,50,2.145,2.078581611443955,0.39946382928276203,0.4122517638729017,44.8675,0.39946382928276203
correctness,0.2,1,2.16,2.122535538256461,0.3645552410928218,0.3475406779878091,38.8675,0.3645552410928218
correctness,0.2,2,2.295,2.248787018104181,0.362458037305293,0.35326294983476086,36.26,0.362458037305293
correctness,0.2,3,2.19,2.1709024864833917,0.40255685454357193,0.36256553861210633,39.1225,0.40255685454357193
correctness,0.2,4,2.235,2.164375178423374,0.39025269670132273,0.3717336072223138,41.9725,0.39025269670132273
correctness,0.2,5,2.17,2.1113944612362356,0.3828991690037168,0.3591044680920333,39.6775,0.3828991690037168
correctness,0.2,6,2.135,2.079501531142742,0.36947945980966523,0.3606555978197074,41.2125,0.36947945980966523
correctness,0.2,7,2.1425,2.117018172775041,0.3972686082895964,0.36983872127070455,49.545,0.3972686082895964
correctness,0.2,8,2.19,2.0940668120362513,0.41268041273271194,0.3897944957907795,49.1825,0.41268041273271194
correctness,0.2,9,2.1175,2.0382400141764823,0.38192721208219155,0.37687203262249563,42.38,0.38192721208219155
correctness,0.2,10,2.1825,2.1459772999930884,0.3966327786869035,0.37930682846058206,46.8325,0.3966327786869035
correctness,0.2,11,2.19,2.1324321531572603,0.39001300830437735,0.37227957072925205,42.0125,0.39001300830437735
correctness,0.2,12,2.19,2.127082912489816,0.396499685854089,0.3603177159388936,44.365,0.396499685854089
correctness,0.2,13,2.165,2.0896733757170027,0.39641355279513035,0.386256859431532,39.7,0.39641355279513035
correctness,0.2,14,2.195,2.1484541922838694,0.380670547951259,0.37945015979505087,42.2775,0.380670547951259
correctness,0.2,15,2.2625,2.238566193782272,0.3642268935855478,0.35004661120680114,36.4875,0.3642268935855478
correctness,0.2,16,2.095,2.0636830806810167,0.3783374159107295,0.3726796300113304,39.9925,0.3783374159107295
correctness,0.2,17,2.1425,2.0374700439929416,0.4017913103151608,0.40449746935124387,45.36,0.4017913103151608
correctness,0.2,18,2.175,2.12747299559356,0.4163091387174933,0.3575170860236961,42.745,0.4163091387174933
correctness,0.2,19,1.955,1.9559733932637053,0.37410251036451636,0.3925705214766261,38.3325,0.37410251036451636
correctness,0.2,20,2.0975,2.0501818221783337,0.39635710446362427,0.4004902871908089,44.6525,0.39635710446362427
correctness,0.2,21,2.1375,2.090847847737878,0.37799775748290854,0.37203030497493844,43.4925,0.37799775748290854
correctness,0.2,22,2.13,2.0778806151464213,0.38476358287951795,0.38697094647829144,43.3325,0.38476358287951795
correctness,0.2,23,2.2575,2.189515970069959,0.35158552189870224,0.35400217651033317,37.2225,0.35158552189870224
correctness,0.2,24,2.1575,2.092644873922245,0.3997134166814393,0.38053215482341224,42.175,0.3997134166814393
correctness,0.2,25,2.075,2.0252643966933035,0.39216118736577826,0.3971496924138556,45.8125,0.39216118736577826
correctness,0.2,26,2.27,2.2112254216867915,0.4046842497636802,0.3618705808924645,46.4775,0.4046842497636802
correctness,0.2,27,2.28,2.2330280235066597,0.41344602339792913,0.3822219369868451,47.46,0.41344602339792913
correctness,0.2,28,2.16,2.0953198906796184,0.3747645993427006,0.3674000656325016,39.5375,0.3747645993427006
correctness,0.2,29,2.14,2.085397056826654,0.384414397893029,0.3712527829782294,42.695,0.384414397893029
correctness,0.2,30,2.19,2.1157625416202723,0.40391948526016125,0.3831608698553373,47.1325,0.40391948526016125
correctness,0.2,31,2.1075,2.0919491040604576,0.3765810899545922,0.3504255687497344,41.2775,0.3765810899545922
correctness,0.2,32,2.0625,2.038751034073382,0.37781600864835085,0.3709217919058713,43.2375,0.37781600864835085
correctness,0.2,33,2.235,2.1840196224039987,0.3937497908512767,0.3535712082675003,39.1975,0.3937497908512767
correctness,0.2,34,2.115,2.0737157001564954,0.39390531643672644,0.3959065084099265,41.5025,0.39390531643672644
correctness,0.2,35,2.195,2.1123532564435394,0.378315757195743,0.3741619428487445,37.36,0.378315757195743
correctness,0.2,36,2.1,2.0120724923959434,0.3791880177215827,0.372569445191497,38.81,0.3791880177215827
correctness,0.2,37,2.0875,2.067288781895411,0.3756707313445483,0.357556682342986,39.43,0.3756707313445483
correctness,0.2,38,2.0025,1.9951626633536954,0.37095425444855573,0.37943271802648937,37.2125,0.37095425444855573
correctness,0.2,39,2.155,2.078307176799134,0.3833236213783212,0.3770785035389819,38.33,0.3833236213783212
correctness,0.2,40,2.2125,2.2128701604881345,0.3745221394575571,0.33719954895395915,40.7525,0.3745221394575571
correctness,0.2,41,2.21,2.1697409029755312,0.39190160021551085,0.37781409280693123,45.3175,0.39190160021551085
correctness,0.2,42,2.1275,2.0734136624144175,0.40925259086368265,0.3863508837809844,41.6025,0.40925259086368265
correctness,0.2,43,2.1925,2.116328561129394,0.3832049173445189,0.3644884471058522,31.4075,0.3832049173445189
correctness,0.2,44,2.2,2.1567893853978455,0.39646399283412165,0.37009743560122976,40.0325,0.39646399283412165
correctness,0.2,45,2.2925,2.225560859738033,0.3766467146600608,0.3658408312709432,45.0575,0.3766467146600608
correctness,0.2,46,2.1625,2.1333873457562564,0.3855039255189172,0.3566582816991044,40.2125,0.3855039255189172
correctness,0.2,47,2.2475,2.2321378033908714,0.35450493152582524,0.3428135864140247,33.8575,0.35450493152582524
correctness,0.2,48,2.255,2.145828370518945,0.37922343015910953,0.344276616152307,32.6575,0.37922343015910953
correctness,0.2,49,2.125,2.081447280325931,0.4003792730997094,0.3798924419146127,39.5375,0.4003792730997094
correctness,0.2,50,2.11,2.1205276111379057,0.3703037430675275,0.3756232287808228,38.465,0.3703037430675275
correctness,0.25,1,2.17,2.16135696056206,0.3995407288721604,0.36365028126854426,39.5975,0.3995407288721604
correctness,0.25,2,2.2075,2.197607694362589,0.3782637965708998,0.3370431653678361,37.9825,0.3782637965708998
correctness,0.25,3,2.155,2.114672891224139,0.3839347042214517,0.3508001381265558,37.875,0.3839347042214517
correctness,0.25,4,2.325,2.318760622192548,0.37648542837908694,0.32945657009577517,34.8475,0.37648542837908694
correctness,0.25,5,2.3,2.2672251919556117,0.3804400573482769,0.341698203813491,35.4275,0.3804400573482769
correctness,0.25,6,2.2775,2.1915494245957383,0.39957111601873746,0.34742254829313923,38.6975,0.39957111601873746
correctness,0.25,7,2.155,2.09915040589248,0.3973824239925747,0.35037683235079187,37.8375,0.3973824239925747
correctness,0.25,8,2.14,2.1175381824762693,0.39005894041054856,0.37134455804902866,37.44,0.39005894041054856
correctness,0.25,9,2.0775,2.0480080179604836,0.42872183086020405,0.3836856663362463,42.7525,0.42872183086020405
correctness,0.25,10,2.22,2.1417689451130166,0.39227192457682014,0.3476374911611616,40.3675,0.39227192457682014
correctness,0.25,11,2.205,2.183643571989158,0.38784649654361203,0.358538966506959,39.37,0.38784649654361203
correctness,0.25,12,2.0375,2.003823595737483,0.3969410971033199,0.3701760462678432,34.53,0.3969410971033199
correctness,0.25,13,2.115,2.100844208376844,0.4149916190195396,0.3629463391822303,38.91,0.4149916190195396
correctness,0.25,14,2.1975,2.1242250273857564,0.38776164663198204,0.3772600878044331,36.64,0.38776164663198204
correctness,0.25,15,2.1025,2.0800869979289125,0.37458078117479504,0.3566650858984448,34.2275,0.37458078117479504
correctness,0.25,16,2.2375,2.214654541142006,0.3774832510083923,0.35642743535779736,37.4825,0.3774832510083923
correctness,0.25,17,2.03,2.004402690637724,0.37771253888406975,0.36879717111001703,37.655,0.37771253888406975
correctness,0.25,18,2.125,2.040470459248965,0.4453488269362546,0.4087634175511646,45.285,0.4453488269362546
correctness,0.25,19,2.155,2.1513890350970484,0.40467529387276285,0.3501770069315786,39.8675,0.40467529387276285
correctness,0.25,20,2.18,2.1626357486378724,0.39548068358226834,0.36903607067542,41.515,0.39548068358226834
correctness,0.25,21,2.17,2.168630567532319,0.39667363839766046,0.35022413838830974,40.9975,0.39667363839766046
correctness,0.25,22,2.14,2.0723318980446352,0.3944142678770165,0.36323648358700467,42.15,0.3944142678770165
correctness,0.25,23,2.185,2.172261379264357,0.40439649159650787,0.340993666499307,38.87,0.40439649159650787
correctness,0.25,24,2.19,2.158560821465621,0.3749641577668176,0.34529909132720094,35.6425,0.3749641577668176
correctness,0.25,25,2.155,2.0918110104590326,0.3908588908015189,0.35278341377387457,40.8025,0.3908588908015189
correctness,0.25,26,2.175,2.108724878525321,0.39312459574449593,0.36408399437762357,38.4675,0.39312459574449593
correctness,0.25,27,2.1725,2.2001264340750875,0.36982268401466845,0.35177080427989715,41.1475,0.36982268401466845
correctness,0.25,28,2.1725,2.1715076767078108,0.3727214474691845,0.3372502373497166,35.3025,0.3727214474691845
correctness,0.25,29,2.0675,2.032842656392907,0.3800542809913054,0.36406029446730204,37.27,0.3800542809913054
correctness,0.25,30,2.04,2.0117067629370102,0.39193827521883745,0.37433878251882513,33.855,0.39193827521883745
correctness,0.25,31,2.1725,2.160417412757005,0.37886793804229507,0.3569439543925996,40.18,0.37886793804229507
correctness,0.25,32,2.235,2.2663394064253914,0.3825899855499374,0.3306681854594503,37.53,0.3825899855499374
correctness,0.25,33,2.205,2.1796939564946407,0.40182422810748314,0.3541912197431947,38.665,0.40182422810748314
correctness,0.25,34,2.06,2.0168995825756553,0.4049077929055204,0.37304257867447377,38.6875,0.4049077929055204
correctness,0.25,35,2.2775,2.2689044704328127,0.3719941028453183,0.3347421545029613,38.0375,0.3719941028453183
correctness,0.25,36,2.135,2.13335530884531,0.36635529499139485,0.3422645019150032,33.765,0.36635529499139485
correctness,0.25,37,2.1475,2.065640445801063,0.40111768806587267,0.3734483887720125,38.1525,0.40111768806587267
correctness,0.25,38,2.125,2.105751270822915,0.387501120088775,0.35652579766151177,39.185,0.387501120088775
correctness,0.25,39,2.1075,2.0677049944688655,0.4032812375879324,0.36829674713597327,40.7025,0.4032812375879324
correctness,0.25,40,2.06,2.0391695007434687,0.38902159195813424,0.3633764148321791,34.5225,0.38902159195813424
correctness,0.25,41,2.1825,2.1869927478196027,0.39637356735695745,0.33392023890139144,38.7425,0.39637356735695745
correctness,0.25,42,2.12,2.0654523960490505,0.40117380521616497,0.3719572527167542,36.5175,0.40117380521616497
correctness,0.25,43,2.0775,2.0460171533725546,0.4024061712873231,0.37474350830122943,42.63,0.4024061712873231
correctness,0.25,44,2.1875,2.198752344683916,0.374603259904428,0.34539331909422794,38.905,0.374603259904428
correctness,0.25,45,2.2125,2.180277931191016,0.39378120673439787,0.36257083155848574,40.625,0.39378120673439787
correctness,0.25,46,2.225,2.133527110099588,0.40780612376960007,0.3759008347847212,44.1575,0.40780612376960007
correctness,0.25,47,2.2125,2.171724104090212,0.3908482911314974,0.3457843263426132,40.37,0.3908482911314974
correctness,0.25,48,2.085,2.0283749127316373,0.41247518343461137,0.39267281155863304,38.1075,0.41247518343461137
correctness,0.25,49,2.1975,2.1497429416277636,0.3966338564542761,0.3710083345199821,39.0125,0.3966338564542761
correctness,0.25,50,2.1475,2.1078462527905186,0.4029055570682519,0.36671526989560443,41.0425,0.4029055570682519
correctness,0.3,1,2.0475,2.1034791751357913,0.38423479459287707,0.337895588059779,32.97,0.38423479459287707
correctness,0.3,2,2.165,2.170571055337932,0.3896271786344137,0.3287404284314947,36.9425,0.3896271786344137
correctness,0.3,3,2.165,2.1558885865886985,0.4056696208308591,0.3360467236453391,36.9325,0.4056696208308591
correctness,0.3,4,2.195,2.158165814139206,0.39328907550536696,0.3380874073083325,38.9625,0.39328907550536696
